fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
OpenFoodFacts,Mermeladas,Strawberry Preserves,https://images.openfoodfacts.org/images/products/008/870/201/5607/front_en.50.400.jpg,113.3815,101.7642,97.2093,42.9285,4.8812,4.8294,25.8645,16.899,0.1426,0.4446,Neutro/Ambiguo,0.2195,0.09526746792063548,0.21947777647135375,0.18488372846094095,0.12271615353991767,0.11809272389232871,0.03673334597275237,0.08597612386977539,0.13685267987229563,21.95,Neutro,Medio,Apagado,Alegría,False,0.3617,0.3483,0.3682,0.3334,0.5227,0.4292,0.6474,0.0469,0.1542,0.3616
OpenFoodFacts,Mermeladas,Désir de Corse,https://images.openfoodfacts.org/images/products/376/003/684/9048/front_fr.13.400.jpg,138.9536,128.1665,112.8601,54.0211,2.3071,10.2449,14.369,35.1959,0.1878,0.5449,Neutro/Ambiguo,0.2123,0.11217747596988906,0.13145239477175363,0.2122973787001935,0.18037410540792656,0.150268120293256,0.01492911349655333,0.051591251511822755,0.14691015984860512,21.23,Cálido,Medio,Apagado,Alegría,False,0.4776,0.4612,0.4377,0.4636,0.4438,0.5182,0.2449,0.0978,0.203,0.4775
OpenFoodFacts,Mermeladas,Confiture Myrtilles,https://images.openfoodfacts.org/images/products/356/007/150/7459/front_fr.3.400.jpg,110.0422,88.1955,91.7949,39.589,9.5316,2.873,23.1199,350.1146,0.1985,0.4315,Neutro/Ambiguo,0.2177,0.13143243971886046,0.19076480084616507,0.21766643771626626,0.17064821569492497,0.11026722588629333,0.016239651103302364,0.06516169393304612,0.09781953510114151,21.77,Cálido,Oscuro,Apagado,Alegría,False,0.3466,0.2904,0.3441,0.2943,0.6653,0.3971,0.5513,0.9726,0.2146,0.3465
OpenFoodFacts,Mermeladas,Erdbeer-Konfitüre,https://images.openfoodfacts.org/images/products/304/532/009/0024/front_de.48.400.jpg,71.215,76.9697,87.5641,31.347,1.0865,-5.8857,26.1673,218.8807,0.1867,0.3434,Tristeza,0.2204,0.17841682110003876,0.22041937141721282,0.11046771681002833,0.07366216278117739,0.041633336575198396,0.06269000490621353,0.1316178300837806,0.1810927563263502,22.04,Frío,Oscuro,Apagado,Alegría,False,0.1707,0.2424,0.3254,0.1976,0.4064,0.2531,0.658,0.608,0.2019,0.2447
OpenFoodFacts,Mermeladas,Confiture de Fraises Light,https://images.openfoodfacts.org/images/products/611/118/400/3160/front_fr.3.400.jpg,75.1463,53.855,52.434,24.57,9.4281,5.7706,24.9762,3.7539,0.3022,0.2947,Ira,0.2515,0.25150508804230365,0.06805658911330627,0.19044388871352624,0.17888375347293745,0.15477964775130695,0.014702614716583615,0.055308848387671895,0.08631956980236392,25.15,Cálido,Oscuro,Moderado,Alegría,False,0.1885,0.1436,0.1693,0.1181,0.6621,0.4447,0.6163,0.0104,0.3267,0.1884
OpenFoodFacts,Mermeladas,Bio village - Confiture oranges,https://images.openfoodfacts.org/images/products/356/470/708/2297/front_fr.38.400.jpg,112.5976,110.6391,92.4303,45.8592,-1.4389,10.6754,23.4766,54.1732,0.1791,0.4416,Tristeza,0.2323,0.11833631923039481,0.23230153962945427,0.21342493655862552,0.14390269309638942,0.12240996837495564,0.01346835263628069,0.0457668046297934,0.11038938584410621,23.23,Cálido,Medio,Apagado,Alegría,False,0.3582,0.3863,0.347,0.3678,0.329,0.5253,0.5638,0.1505,0.1936,0.3581
OpenFoodFacts,Mermeladas,Confiture d'abricot,https://images.openfoodfacts.org/images/products/611/102/101/4106/front_fr.16.400.jpg,155.6488,113.9642,82.4192,52.1022,15.4583,24.6863,20.6809,25.8461,0.4705,0.6104,Romanticismo,0.2217,0.022919697287705442,0.19743316157272325,0.22166932696887273,0.18078279322268515,0.1819221423432388,0.01960293750811108,0.0344883997747204,0.14118154132194324,22.17,Cálido,Medio,Moderado,Alegría,False,0.5532,0.4005,0.3025,0.4411,0.847,0.7556,0.4659,0.0718,0.5087,0.5531
OpenFoodFacts,Mermeladas,Confiture fraises,https://images.openfoodfacts.org/images/products/356/470/668/3976/front_fr.18.400.jpg,148.2155,128.4082,119.1168,55.3219,7.1287,9.5023,21.7136,19.1584,0.1963,0.5812,Romanticismo,0.2273,0.10800736081953695,0.09716520610770364,0.2273301518907868,0.20861552663864852,0.17759537865053,0.012949907621999627,0.041349238725381994,0.1269872295454125,22.73,Cálido,Medio,Apagado,Alegría,False,0.5195,0.4622,0.4655,0.4788,0.5916,0.506,0.5021,0.0532,0.2122,0.5194
OpenFoodFacts,Mermeladas,Confiture d'abricots allégée en sucres,https://images.openfoodfacts.org/images/products/405/648/995/5184/front_fr.33.400.jpg,157.48,107.4535,75.3389,49.8102,18.1048,27.1767,22.9304,23.4581,0.5216,0.6176,Tristeza,0.2437,0.024506176805400657,0.2436631278263973,0.2274488623594521,0.15003866963151216,0.16922949976787244,0.020203347038029028,0.036212059234747976,0.1286982573365883,24.37,Cálido,Medio,Moderado,Alegría,False,0.5615,0.3727,0.2711,0.4142,0.9281,0.7965,0.5447,0.0652,0.564,0.5615
OpenFoodFacts,Mermeladas,Confiture Abricot,https://images.openfoodfacts.org/images/products/333/072/028/0008/front_fr.63.400.jpg,128.977,114.9037,99.4556,48.9686,4.4953,11.5593,21.8366,31.3971,0.2289,0.5058,Romanticismo,0.2253,0.10532965403651663,0.17298209511206675,0.22529356983129742,0.17511911686784173,0.1770227452337571,0.012506980131921499,0.03458381728452108,0.09716202150207782,22.53,Cálido,Medio,Apagado,Alegría,False,0.4324,0.4045,0.3782,0.4043,0.5109,0.5398,0.5064,0.0872,0.2475,0.4323
OpenFoodFacts,Mermeladas,Confiture allégée Framboises,https://images.openfoodfacts.org/images/products/405/648/959/3140/front_fr.15.400.jpg,103.7046,92.9595,87.7978,38.9677,4.2847,5.1411,30.1402,19.4698,0.1534,0.4067,Tristeza,0.2237,0.10376404914716647,0.2237341547008826,0.1688173467077589,0.11259428712298984,0.12256560645694808,0.04008445888065701,0.08916655133645675,0.13927354564714034,22.37,Neutro,Oscuro,Apagado,Alegría,False,0.3179,0.3107,0.3264,0.287,0.5044,0.4344,0.7972,0.0541,0.1659,0.3178
OpenFoodFacts,Mermeladas,St. Dalfour Four Fruits 284g,https://images.openfoodfacts.org/images/products/338/860/000/0260/front_en.44.400.jpg,152.0581,152.1001,154.5715,61.5682,1.2308,-1.2411,30.1289,238.9974,0.0163,0.6062,Aburrimiento,0.2756,0.06526961679746066,0.1388079489657552,0.12258738078014549,0.1506931164452895,0.02431935089412942,0.0963939892305399,0.12635349113335323,0.27557510575332667,27.56,Neutro,Medio,Apagado,Alegría,False,0.5369,0.5634,0.6229,0.5521,0.4108,0.3295,0.7968,0.6639,0.0176,0.5483
OpenFoodFacts,Mermeladas,Zuegg Frutti di Bosco 0 zuccheri aggiunti,https://images.openfoodfacts.org/images/products/000/008/032/2870/front_it.36.400.jpg,143.6522,129.9093,117.1281,54.1515,3.8374,9.0317,25.9101,28.9123,0.1846,0.5633,Neutro/Ambiguo,0.2082,0.10835971846845381,0.12864228976733474,0.20820045045628646,0.17540936462435014,0.15208425597276257,0.016925782309928618,0.05957712088414854,0.15080101751673505,20.82,Cálido,Medio,Apagado,Alegría,False,0.4989,0.4686,0.4566,0.4651,0.4907,0.4983,0.649,0.0803,0.1996,0.4987
OpenFoodFacts,Mermeladas,Confiture fruit rouge,https://images.openfoodfacts.org/images/products/325/039/305/7458/front_fr.3.400.jpg,133.8331,116.3078,111.7537,49.8243,6.5129,5.4204,21.0368,12.3756,0.165,0.5248,Neutro/Ambiguo,0.2146,0.10344227281450717,0.16383051548022975,0.2146026074275279,0.16095349296025613,0.1276080965055285,0.022452308986614825,0.07299040200394961,0.1341203038213862,21.46,Cálido,Medio,Apagado,Alegría,False,0.4544,0.4105,0.4328,0.4143,0.5728,0.4389,0.4784,0.0344,0.1784,0.4543
OpenFoodFacts,Mermeladas,Confiture myrtille et cassis intenses,https://images.openfoodfacts.org/images/products/360/858/002/3562/front_fr.30.400.jpg,76.1628,70.437,77.4341,29.673,4.2196,-3.4101,21.7055,289.0986,0.0904,0.3037,Neutro/Ambiguo,0.1939,0.19389759779744287,0.1905358445276187,0.10793555631172184,0.09127849257458089,0.03598966462448015,0.06853570525415816,0.13421652126053837,0.17761061764945907,19.39,Neutro,Oscuro,Apagado,Alegría,False,0.1931,0.2145,0.2804,0.1779,0.5024,0.2938,0.5018,0.8031,0.0977,0.1988
OpenFoodFacts,Mermeladas,Himbeere Fruchtaufstrich,https://images.openfoodfacts.org/images/products/406/779/601/0817/front_de.15.400.jpg,147.4955,117.0026,104.9563,51.5855,10.66,12.8146,26.5549,16.9909,0.2884,0.5784,Romanticismo,0.2356,0.07495934023077547,0.13413121393043176,0.23562413439724775,0.21813994640231907,0.20605347859776582,0.013100856472363927,0.026376867245720456,0.09161416272337577,23.56,Cálido,Medio,Moderado,Alegría,False,0.5163,0.4135,0.4026,0.435,0.6999,0.5605,0.6716,0.0472,0.3118,0.5162
OpenFoodFacts,Mermeladas,Orange Citron Pamplemousse,https://images.openfoodfacts.org/images/products/333/072/025/8083/front_fr.41.400.jpg,220.258,205.7479,188.1941,83.2728,3.678,11.5276,20.2849,32.8478,0.1456,0.8638,Alegría,0.2335,0.09790686082213082,0.02052452485314344,0.1236791009926211,0.13482026131724253,0.23350634833694153,0.0791315556413935,0.1815453294854548,0.12888601855107226,23.35,Cálido,Luminoso,Apagado,Alegría,True,0.846,0.7927,0.7723,0.8067,0.4858,0.5393,0.452,0.0913,0.1574,0.8459
OpenFoodFacts,Mermeladas,Apricot Fruit Spread,https://images.openfoodfacts.org/images/products/405/648/959/3133/front_en.29.400.jpg,140.7244,116.2023,96.6277,50.523,8.098,14.6674,18.0319,26.6341,0.3134,0.5519,Romanticismo,0.2286,0.07153435792914146,0.15486319712525815,0.2286463305030998,0.20699366490664964,0.21128690101063763,0.013187738570687954,0.023603581096743483,0.08988422885778183,22.86,Cálido,Medio,Moderado,Alegría,False,0.4856,0.41,0.3656,0.4225,0.6214,0.5909,0.3732,0.074,0.3388,0.4856
OpenFoodFacts,Mermeladas,confiture fraises,https://images.openfoodfacts.org/images/products/304/532/002/6740/front_en.46.400.jpg,138.8098,110.1147,94.2998,47.6516,10.4669,14.5384,30.2107,21.3187,0.3207,0.5444,Romanticismo,0.2268,0.06336745319888006,0.18416978296849823,0.2267631040936239,0.1984561369803386,0.21079509024911983,0.013460657133182596,0.025207527407980313,0.07778024796837645,22.68,Cálido,Medio,Moderado,Alegría,False,0.4769,0.384,0.3553,0.3889,0.694,0.5888,0.7996,0.0592,0.3467,0.4769
OpenFoodFacts,Mermeladas,Confiture Extra Fraise Française,https://images.openfoodfacts.org/images/products/376/012/121/9855/front_fr.3.400.jpg,111.1465,86.93,89.2358,38.8856,11.5872,3.4472,27.1393,354.287,0.2179,0.4359,Romanticismo,0.2284,0.13449328568740573,0.18079301837573286,0.22836573517521472,0.18943279804831747,0.1297603466601689,0.013268924989995313,0.048469918339650746,0.07541597272351429,22.84,Cálido,Oscuro,Apagado,Alegría,False,0.3516,0.285,0.3328,0.286,0.7283,0.4065,0.6921,0.9842,0.2356,0.3515
OpenFoodFacts,Mermeladas,effi aardbeien jam,https://images.openfoodfacts.org/images/products/871/920/017/4108/front_fr.3.400.jpg,141.4271,91.3646,57.3855,44.1765,17.8588,27.7229,21.2604,24.2588,0.5942,0.5546,Tristeza,0.3191,0.028292850956589462,0.3191217534946187,0.21054860534597755,0.11530178251264386,0.16832882178640488,0.020272070606611407,0.03596714894188198,0.10216696635527212,31.91,Cálido,Medio,Moderado,Alegría,False,0.4888,0.3039,0.1913,0.3481,0.9206,0.8055,0.4862,0.0674,0.6424,0.4887
OpenFoodFacts,Mermeladas,Confiture Extra de Fraises,https://images.openfoodfacts.org/images/products/360/858/075/9621/front_fr.28.400.jpg,161.6821,149.2452,151.3279,61.3117,5.371,0.9976,34.7671,349.9523,0.0769,0.634,Neutro/Ambiguo,0.2125,0.09670997775467305,0.10127267121496061,0.17696995330629828,0.18655282074355609,0.07057928504201949,0.0536341029758783,0.10177236282057495,0.21250882614203925,21.25,Cálido,Medio,Apagado,Alegría,False,0.5806,0.5512,0.6085,0.5491,0.5377,0.3663,0.9592,0.9722,0.0831,0.5804
OpenFoodFacts,Mermeladas,Confiture myrtille,https://images.openfoodfacts.org/images/products/000/002/600/4891/front_fr.53.400.jpg,81.667,83.022,73.3344,34.0503,-1.2827,4.9632,24.6051,68.3922,0.1167,0.3256,Tristeza,0.2604,0.1374177774743,0.26038651797119716,0.11586552441121484,0.06724579374477363,0.058880259845625345,0.0743287548662663,0.10824444361818,0.17763092806844274,26.04,Neutro,Oscuro,Apagado,Alegría,False,0.218,0.2683,0.2622,0.2293,0.3338,0.4314,0.6033,0.19,0.1262,0.2241
OpenFoodFacts,Mermeladas,Confiture pêche intense,https://images.openfoodfacts.org/images/products/360/858/082/3520/front_fr.20.400.jpg,227.3985,152.0451,94.007,69.8271,20.44865,39.5593875,15.6615,26.1058,0.5866,0.8918,Aburrimiento,0.3164,0.021042776727839316,0.028674466043153688,0.11992794616671837,0.17399434311679077,0.24936104854493096,0.023403580068144476,0.06724375721272938,0.316352082119693,31.64,Cálido,Medio,Moderado,Alegría,False,0.8783,0.5632,0.354,0.649,1.0,1.0,0.2901,0.0725,0.6342,0.8782
OpenFoodFacts,Mermeladas,Thüringer Pflaumenmus Mühlhäuser,https://images.openfoodfacts.org/images/products/402/670/101/1110/front_de.51.400.jpg,117.0444,100.4339,83.5425,42.3149,4.4343,11.3639,26.9429,30.2515,0.2862,0.459,Neutro/Ambiguo,0.2166,0.11243830418968528,0.2165741242114246,0.20995330460599565,0.1535706788292003,0.17628215394452687,0.012683974600967653,0.036308136321906166,0.08218932329629351,21.66,Cálido,Medio,Moderado,Alegría,False,0.3783,0.3427,0.3075,0.3262,0.509,0.5366,0.6852,0.084,0.3094,0.3782
OpenFoodFacts,Mermeladas,Rhapsodie de fruits framboises,https://images.openfoodfacts.org/images/products/349/239/000/5470/front_fr.7.400.jpg,139.4376,126.0464,117.4733,52.5579,4.5176,6.6318,28.8197,23.4192,0.1575,0.5468,Neutro/Ambiguo,0.1985,0.09828035109059985,0.1519594062354808,0.1985040140691871,0.15435334330938305,0.13441402898680577,0.02680242628065153,0.07766252415666602,0.15802390587122594,19.85,Neutro,Medio,Apagado,Alegría,False,0.4798,0.4521,0.4582,0.4464,0.5116,0.4589,0.7509,0.0651,0.1703,0.4797
OpenFoodFacts,Mermeladas,Segmen,https://images.openfoodfacts.org/images/products/869/055/101/4865/front_fr.3.400.jpg,118.5621,86.4098,68.4499,39.6211,12.8441,17.0825,19.734,21.5036,0.4227,0.4649,Tristeza,0.2395,0.057066570506527914,0.23949686800551495,0.19617154305726472,0.17687996273189252,0.21607560467801998,0.01558251230567457,0.0290020445325013,0.06972489418260407,23.95,Cálido,Oscuro,Moderado,Alegría,False,0.3852,0.2827,0.2405,0.2946,0.7669,0.6306,0.4328,0.0597,0.457,0.3851
OpenFoodFacts,Mermeladas,Confiture fraises et framboises,https://images.openfoodfacts.org/images/products/360/858/000/7203/front_fr.16.400.jpg,167.5081,150.208,152.353,62.0905,7.3992,2.0487,34.9154,352.5607,0.1033,0.6569,Neutro/Ambiguo,0.2049,0.11130712691205868,0.0788631497504533,0.1937685771798817,0.20486548399677823,0.09446159784753155,0.029339632113643058,0.08801517333330428,0.19937925886634927,20.49,Cálido,Medio,Apagado,Alegría,False,0.607,0.5553,0.6131,0.5582,0.5999,0.3835,0.9644,0.9794,0.1117,0.6069
OpenFoodFacts,Mermeladas,Aicha Confiture De Framboises Extra 430 G,https://images.openfoodfacts.org/images/products/611/102/101/3079/front_fr.16.400.jpg,123.5289,115.0933,124.7209,49.6072,7.7213,-2.3726,20.6295,292.5714,0.0772,0.4891,Neutro/Ambiguo,0.2005,0.1176741044686244,0.18504115841595636,0.20049531213614497,0.16108326485819766,0.05811858571983738,0.028244700643420356,0.09654466758841518,0.1527982061694037,20.05,Cálido,Medio,Apagado,Alegría,False,0.4077,0.4053,0.4904,0.4118,0.6098,0.3109,0.4641,0.8128,0.0835,0.413
OpenFoodFacts,Mermeladas,100% issu des fruits fraise,https://images.openfoodfacts.org/images/products/360/858/010/5039/front_fr.3.400.jpg,160.4207,116.9797,115.8058,53.7187,17.6669,8.9232,19.3586,1.5787,0.2781,0.6291,Energía,0.251,0.06485325332946149,0.1120831825278201,0.24408420743203654,0.25097973344473246,0.17295696454019907,0.014453264320820024,0.034634910542964234,0.1059544838619661,25.1,Cálido,Medio,Moderado,Alegría,False,0.5748,0.4134,0.4508,0.46,0.9147,0.4965,0.4196,0.0044,0.3007,0.5747
OpenFoodFacts,Mermeladas,Confiture d'Orange,https://images.openfoodfacts.org/images/products/333/072/025/0988/front_fr.6.400.jpg,119.6467,77.9671,49.8073,36.6646,14.5026,23.7478,19.6385,24.1925,0.5837,0.4692,Tristeza,0.2883,0.06852189928483018,0.28829673347961693,0.1694625648029229,0.13068106980984187,0.19933109701116863,0.020329517987785893,0.03549489555803705,0.08788222206579652,28.83,Cálido,Oscuro,Moderado,Alegría,False,0.3901,0.2467,0.1577,0.26,0.8177,0.7401,0.4294,0.0672,0.6311,0.39
OpenFoodFacts,Mermeladas,Préparation de clémentines et oranges de corse,https://images.openfoodfacts.org/images/products/325/039/078/3275/front_fr.31.400.jpg,172.4907,130.4932,91.4624,57.5827,13.9725,27.2858,25.5882,28.9016,0.4698,0.6764,Neutro/Ambiguo,0.2119,0.019728404735490028,0.11815266968082073,0.20163911095145148,0.21188176184752577,0.18457259200739895,0.021209068853922635,0.035303033038624844,0.2075133588847656,21.19,Cálido,Medio,Moderado,Alegría,False,0.6295,0.4711,0.3427,0.5054,0.8015,0.7983,0.6378,0.0803,0.5079,0.6294
OpenFoodFacts,Mermeladas,Fragole e fragoline di bosco,https://images.openfoodfacts.org/images/products/000/008/032/2863/front_it.37.400.jpg,167.2417,142.0631,112.947,60.7229,6.7309,19.3052,16.1766,32.1756,0.3246,0.6558,Energía,0.2613,0.040597951841715475,0.05906209436958102,0.18559987499509972,0.2612671910097285,0.22950744149936367,0.01573218074378458,0.02420399832027356,0.1840292672204534,26.13,Cálido,Medio,Moderado,Alegría,False,0.6057,0.5205,0.4381,0.5422,0.5794,0.6671,0.3082,0.0894,0.351,0.6056
OpenFoodFacts,Mermeladas,Confiturelle abricots bio 100% fruits allégée en sucres,https://images.openfoodfacts.org/images/products/345/220/000/2600/front_fr.40.400.jpg,126.4353,110.951,92.3499,47.4983,5.0118,13.5857,22.4586,32.7432,0.2696,0.4958,Romanticismo,0.2257,0.09190285251605493,0.18868067352255127,0.22573181503330556,0.18164080121997628,0.19413408292927686,0.012467884219191792,0.0245229034812187,0.08091898707842465,22.57,Cálido,Medio,Moderado,Alegría,False,0.4209,0.3876,0.3466,0.3871,0.5267,0.5731,0.5282,0.091,0.2915,0.4207
OpenFoodFacts,Mermeladas,Bonne Maman Blackcurrant Conserve,https://images.openfoodfacts.org/images/products/304/532/009/4169/front_en.14.400.jpg,116.1747,98.7701,93.7129,41.4472,5.9857,5.6921,34.3514,13.5088,0.1933,0.4556,Neutro/Ambiguo,0.2104,0.1080958027867303,0.21036836668478112,0.19526426757225845,0.1351561360780179,0.13046830651139915,0.024246800151542704,0.07536340662870972,0.12103691358656063,21.04,Cálido,Medio,Apagado,Alegría,False,0.3744,0.3356,0.3527,0.3161,0.5566,0.4434,0.9446,0.0375,0.209,0.3743
OpenFoodFacts,Mermeladas,Marmellata Hero frutti di bosco,https://images.openfoodfacts.org/images/products/800/008/000/4358/front_it.131.400.jpg,146.1647,147.68,140.8808,59.6722,-0.1003,3.6965,29.7556,73.3719,0.046,0.5791,Aburrimiento,0.2556,0.06645455934123268,0.1480194699208936,0.1329670919179526,0.13364739345732451,0.07193600630968987,0.08840292905449347,0.10300945548851667,0.2555630945098966,25.56,Neutro,Medio,Apagado,Alegría,False,0.5102,0.5445,0.5621,0.5299,0.37,0.4106,0.7837,0.2038,0.0497,0.517
OpenFoodFacts,Mermeladas,Doce de 4 Frutos,https://images.openfoodfacts.org/images/products/560/723/803/3821/front_pt.20.400.jpg,98.26,96.713,99.8537,41.1505,4.7179,-0.1419,23.2111,269.5539,0.0315,0.3916,Tristeza,0.2393,0.09944337700408636,0.23926521896399064,0.17063184759792038,0.12471570416748586,0.04647332808026648,0.06316487916822736,0.10659277832509623,0.1497128666929267,23.93,Neutro,Medio,Apagado,Alegría,False,0.2932,0.3268,0.3799,0.3126,0.5177,0.3475,0.5545,0.7488,0.0341,0.3004
OpenFoodFacts,Mermeladas,Fior di frutta - frutti di bosco,https://images.openfoodfacts.org/images/products/800/150/500/4311/front_it.42.400.jpg,174.6774,168.8638,168.5505,68.235,2.7282,1.2211,31.5277,3.0681,0.0351,0.685,Aburrimiento,0.2353,0.07649341025507937,0.08960499093106687,0.1481992455360161,0.16739905093750876,0.10521981833070523,0.07451642466537786,0.10328754989767389,0.23527950944657197,23.53,Neutro,Medio,Apagado,Alegría,False,0.6394,0.6351,0.685,0.6303,0.4567,0.3699,0.8457,0.0085,0.038,0.6393
OpenFoodFacts,Mermeladas,Confiture de 4 fruits rouges,https://images.openfoodfacts.org/images/products/360/858/077/6772/front_fr.4.400.jpg,122.6195,107.4,105.326,45.7861,5.5486,4.123,27.7367,7.1958,0.141,0.4809,Neutro/Ambiguo,0.203,0.09512807433429493,0.20298100980554593,0.19718467593852954,0.13613591074952555,0.10967000776394958,0.035428649414717975,0.0854234109872606,0.13804826100617582,20.3,Cálido,Medio,Apagado,Alegría,False,0.4036,0.3724,0.4042,0.367,0.5432,0.4176,0.713,0.02,0.1524,0.4035
OpenFoodFacts,Mermeladas,دليسيا فريز قصدير,https://images.openfoodfacts.org/images/products/611/116/200/0938/front_ar.31.400.jpg,189.5031,120.5669,107.2298,59.1305,20.44865,21.7559,16.6099,9.7264,0.4342,0.7431,Energía,0.2349,0.03291281067411587,0.08466392714942532,0.21165250290135998,0.23488948388714126,0.17928838318787907,0.01979239094563078,0.03963187096584595,0.1971686302886018,23.49,Cálido,Medio,Moderado,Alegría,False,0.7066,0.4287,0.4127,0.5235,1.0,0.7074,0.3234,0.027,0.4695,0.7064
OpenFoodFacts,Mermeladas,Doce Extra Fresa Morango,https://images.openfoodfacts.org/images/products/000/002/000/0653/front_en.176.400.jpg,107.3587,88.8286,82.1713,38.8126,7.0761,7.7347,24.2738,15.8586,0.2346,0.421,Neutro/Ambiguo,0.2045,0.12538416859787552,0.19553757806365124,0.20449982575526257,0.15231071808308633,0.15991835849288033,0.01479590832823332,0.054322078551653705,0.09323136412735698,20.45,Cálido,Oscuro,Apagado,Alegría,False,0.3344,0.2931,0.3014,0.2852,0.59,0.477,0.5917,0.0441,0.2536,0.3343
OpenFoodFacts,Mermeladas,Confitura diet ciruelas,https://images.openfoodfacts.org/images/products/841/017/506/8446/front_es.12.400.jpg,126.1858,108.9556,93.2319,47.2711,8.5031,12.2996,24.4332,28.6285,0.2612,0.4948,Romanticismo,0.231,0.08821126717604344,0.17723003468822449,0.23100634984495402,0.1896131653068687,0.19892711326739942,0.012535271859367878,0.02659747746747174,0.07587932038967035,23.1,Cálido,Medio,Moderado,Alegría,False,0.4197,0.3791,0.3505,0.3844,0.6338,0.552,0.5973,0.0795,0.2824,0.4196
OpenFoodFacts,Mermeladas,Confiture Cerises noires,https://images.openfoodfacts.org/images/products/304/532/002/3275/front_fr.6.400.jpg,95.6872,91.0458,93.1707,38.4285,2.621,-0.44,19.4248,332.5311,0.0485,0.3752,Tristeza,0.2589,0.09943485892931031,0.25893289113872503,0.1530260687177853,0.11320771150384663,0.03305133261133435,0.08186204909797827,0.10979787463219906,0.15068721336882113,25.89,Neutro,Oscuro,Apagado,Alegría,False,0.2815,0.3026,0.3503,0.2807,0.4534,0.3426,0.4219,0.9238,0.0524,0.2814
OpenFoodFacts,Mermeladas,Sublime fraise,https://images.openfoodfacts.org/images/products/329/943/131/3033/front_fr.3.400.jpg,139.6227,120.541,112.2565,51.2853,7.1036,8.5341,27.4019,18.1636,0.196,0.5475,Romanticismo,0.2292,0.1083499036667777,0.1392574295231463,0.22924507500431293,0.18486829162080903,0.16507505369575112,0.013467315770211522,0.04730027044728291,0.1124366602717085,22.92,Cálido,Medio,Apagado,Alegría,False,0.4806,0.4286,0.435,0.4315,0.5909,0.4901,0.7013,0.0505,0.2119,0.4805
OpenFoodFacts,Mermeladas,Confiture extra de figues,https://images.openfoodfacts.org/images/products/611/118/400/1258/front_fr.18.400.jpg,137.2492,114.1812,104.691,49.3431,9.4056,10.1545,26.774,17.4891,0.2372,0.5382,Romanticismo,0.2392,0.09769549949033987,0.15071232009863528,0.23920797248211426,0.19851673579022297,0.18597270669643917,0.012350732584706895,0.0313602737391826,0.08418375911835894,23.92,Cálido,Medio,Apagado,Alegría,False,0.4699,0.4014,0.4014,0.4087,0.6614,0.5167,0.6793,0.0486,0.2565,0.4697
OpenFoodFacts,Mermeladas,Confiture extra Abricots d'Occitanie,https://images.openfoodfacts.org/images/products/356/007/149/5831/front_fr.7.400.jpg,179.0921,152.9108,117.2403,64.4965,6.0301,23.4268,23.3436,34.6025,0.3454,0.7023,Aburrimiento,0.2568,0.01991665697010412,0.0422551362608305,0.14571185319287938,0.2566593199591497,0.22957881857686177,0.01885298464883828,0.030223174574758864,0.25680205581657745,25.68,Cálido,Medio,Moderado,Alegría,False,0.6594,0.5669,0.4571,0.5865,0.558,0.7349,0.5592,0.0961,0.3734,0.6593
OpenFoodFacts,Mermeladas,Confettura extra fragole,https://images.openfoodfacts.org/images/products/000/008/029/8342/front_it.40.400.jpg,137.33,114.7222,113.6241,49.167,10.0169,4.9659,31.7785,2.7793,0.1726,0.5385,Romanticismo,0.2426,0.1152004700546528,0.14956921760393121,0.2425763654599456,0.19500632011278493,0.13443117503465354,0.013346384331173236,0.05071180559041505,0.09915826181244353,24.26,Cálido,Medio,Apagado,Alegría,False,0.4702,0.4037,0.4411,0.4066,0.6802,0.4315,0.8545,0.0077,0.1866,0.4701
OpenFoodFacts,Mermeladas,Confiture d'abricot,https://images.openfoodfacts.org/images/products/611/116/200/0730/front_fr.22.400.jpg,139.2397,113.7061,95.3805,51.3118,9.5412,16.3638,18.8312,25.0697,0.315,0.546,Romanticismo,0.224,0.05329972754292691,0.15399584810516276,0.22404576414878866,0.21439529177408484,0.2171920835232638,0.014125313538890068,0.024557356664818154,0.09838861470206486,22.4,Cálido,Medio,Moderado,Alegría,False,0.4789,0.3994,0.3601,0.4318,0.6656,0.6188,0.4011,0.0696,0.3406,0.4787
OpenFoodFacts,Mermeladas,Confiture de mangue allégée en sucres,https://images.openfoodfacts.org/images/products/317/406/103/9204/front_fr.17.400.jpg,133.7133,117.1615,85.7799,49.7689,4.1692,18.3377,21.8149,39.2815,0.3585,0.5244,Neutro/Ambiguo,0.2184,0.05134028043855901,0.19175979666656162,0.21836203670599447,0.20178148939179066,0.20719750282731147,0.014085907484011484,0.01966300314752128,0.09580998333825,21.84,Cálido,Medio,Moderado,Alegría,False,0.4538,0.4141,0.3174,0.4137,0.5009,0.6512,0.5056,0.1091,0.3876,0.4538
