fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,emocion_1,valencia_1,deltaE_1,emocion_2,deltaE_2,emocion_3,deltaE_3
Open Food Facts,Bebidas,SOJA à la VANILLE,https://images.openfoodfacts.org/images/products/324/541/115/7944/front_fr.134.400.jpg,170.5079,158.2689,124.0637,65.384,-0.02,19.1802,15.4081,Healthy,Positiva - Baja activación,10.83,Energized,14.24,Hungry,17.67
Open Food Facts,Bebidas,"Fanta 0,5",https://images.openfoodfacts.org/images/products/000/004/082/2938/front_en.164.400.jpg,237.4782,194.9632,125.2105,81.6792,11.0428,36.2183,18.4317,Alert,Positiva - Alta activación,7.18,Happy,13.25,Energized,13.58
Open Food Facts,Bebidas,Bebida de Coco & Arroz,https://images.openfoodfacts.org/images/products/848/000/013/8460/front_es.72.400.jpg,155.4856,150.3953,146.0618,62.0583,1.488,3.5731,19.8175,Thirsty,Neutral - Sensorial,9.04,Refreshed,14.11,Relaxed,15.05
Open Food Facts,Bebidas,Avoine Bio,https://images.openfoodfacts.org/images/products/359/671/035/4238/front_fr.108.400.jpg,203.0261,191.806,165.4829,77.4299,0.3929,14.7651,20.5499,Happy,Positiva - Alta activación,11.77,Refreshed,13.82,Healthy,16.2
Open Food Facts,Bebidas,BTE 50CL MONSICK ULIRA ZERO,https://images.openfoodfacts.org/images/products/506/033/563/5808/front_fr.62.400.jpg,194.9523,195.5815,196.1721,78.1495,-0.0759,-0.3727,23.7317,Refreshed,Positiva - Baja activación,7.98,Soothed,9.11,Relaxed,12.27
Open Food Facts,Bebidas,Pur jus de citron,https://images.openfoodfacts.org/images/products/356/007/048/3471/front_fr.76.400.jpg,162.0585,177.7027,112.2729,69.6092,-15.0726,30.9269,21.6752,Healthy,Positiva - Baja activación,17.34,Alert,22.13,Energized,23.09
Open Food Facts,Bebidas,Bebida de Avena Calcio y Vitaminas,https://images.openfoodfacts.org/images/products/848/000/086/1672/front_es.3.400.jpg,192.7999,163.0417,131.1835,68.3976,6.9433,20.5697,22.8113,Energized,Positiva - Alta activación,9.62,Happy,14.61,Hungry,15.21
Open Food Facts,Bebidas,Actimel 100 g x 12 original,https://images.openfoodfacts.org/images/products/303/349/121/3205/front_en.116.400.jpg,106.1446,122.0198,141.2191,50.094,3.1308,-11.7806,26.9599,Sleepy,Negativa - Baja activación,9.29,Bored,11.66,Sad,15.3
Open Food Facts,Bebidas,sprite slim 25cl,https://images.openfoodfacts.org/images/products/544/900/000/0729/front_fr.29.400.jpg,30.6796,35.2048,32.5929,13.2796,-1.2636,0.9382,20.2043,Tired,Negativa - Baja activación,20.02,Sad,26.56,Bored,29.17
Open Food Facts,Bebidas,"Illy Classico 100% Arabica, 250g",https://images.openfoodfacts.org/images/products/800/375/390/0438/front_en.11.400.jpg,177.4881,150.805,117.7097,64.2542,5.6081,21.8529,12.1199,Energized,Positiva - Alta activación,10.25,Hungry,12.49,Healthy,17.06
Open Food Facts,Bebidas,Bebida de arroz y avellana,https://images.openfoodfacts.org/images/products/848/000/013/8484/front_en.73.400.jpg,135.4757,152.5148,104.5718,59.6696,-12.8288,21.0867,29.7007,Healthy,Positiva - Baja activación,8.57,Refreshed,24.06,Energized,24.9
Open Food Facts,Bebidas,Lait de coco,https://images.openfoodfacts.org/images/products/842/853/223/0092/front_en.60.400.jpg,207.3173,200.1346,193.9064,80.8659,2.4883,4.592,17.8412,Refreshed,Positiva - Baja activación,11.03,Soothed,14.25,Relaxed,17.89
Open Food Facts,Bebidas,Cafe,https://images.openfoodfacts.org/images/products/303/371/007/5225/front_fr.197.400.jpg,159.5991,110.0291,99.8684,51.7179,17.7532,16.5872,28.8599,Hungry,Neutral - Sensorial,7.36,Anxious,7.56,Irritated,8.44
Open Food Facts,Bebidas,Avena,https://images.openfoodfacts.org/images/products/842/335/210/0143/front_en.103.400.jpg,142.8202,108.3375,83.5053,48.3917,11.5149,20.1155,21.2619,Hungry,Neutral - Sensorial,7.31,Anxious,8.29,Irritated,10.42
Open Food Facts,Bebidas,Barista Haver (new),https://images.openfoodfacts.org/images/products/541/118/813/9348/front_en.3.400.jpg,171.2574,138.2713,125.3702,60.1695,11.1281,12.024,16.6109,Anxious,Negativa - Alta activación,10.21,Hungry,11.6,Irritated,12.67
Open Food Facts,Bebidas,Chicorée Café,https://images.openfoodfacts.org/images/products/327/019/000/9511/front_fr.47.400.jpg,187.5107,173.0606,105.4693,69.8275,-1.8291,34.0345,26.2002,Energized,Positiva - Alta activación,10.63,Alert,10.69,Happy,16.24
Open Food Facts,Bebidas,Bebida isotónica naranja,https://images.openfoodfacts.org/images/products/544/900/013/3847/front_en.163.400.jpg,130.2899,126.3013,95.6583,53.0809,2.6583,14.4394,17.6222,Anxious,Negativa - Alta activación,10.13,Irritated,13.2,Hungry,13.77
Open Food Facts,Bebidas,SIMON LIFE,https://images.openfoodfacts.org/images/products/841/026/164/1423/front_es.13.400.jpg,160.816,135.6962,118.9104,58.3228,8.0401,13.9612,20.6508,Anxious,Negativa - Alta activación,9.42,Hungry,10.54,Irritated,12.56
Open Food Facts,Bebidas,Kéfir coco,https://images.openfoodfacts.org/images/products/848/000/015/6648/front_en.40.400.jpg,153.2771,130.3643,105.912,55.4262,5.4449,16.5799,19.3435,Anxious,Negativa - Alta activación,9.66,Hungry,10.14,Irritated,13.1
Open Food Facts,Bebidas,Bebida de almendras natural,https://images.openfoodfacts.org/images/products/842/853/223/0061/front_es.57.400.jpg,214.6488,192.093,183.1398,79.9012,7.7156,9.1968,17.9153,Refreshed,Positiva - Baja activación,16.17,Happy,16.37,Soothed,21.15
Open Food Facts,Bebidas,100% pur jus JUS DE POMME,https://images.openfoodfacts.org/images/products/356/007/082/0597/front_fr.134.400.jpg,186.0276,161.0515,117.3792,67.8998,3.5778,27.1707,16.8199,Energized,Positiva - Alta activación,5.65,Alert,12.86,Happy,14.27
Open Food Facts,Bebidas,Coca Cola 1.25ltr,https://images.openfoodfacts.org/images/products/544/900/002/8921/front_en.100.400.jpg,111.9915,80.9985,78.1451,37.4484,11.8417,8.6676,29.0277,Tense,Negativa - Alta activación,7.18,Irritated,10.85,Angry,11.55
Open Food Facts,Bebidas,Sin nombre,https://images.openfoodfacts.org/images/products/841/012/800/0400/front_en.98.400.jpg,137.0453,138.4368,142.743,57.4991,1.5008,-1.2973,23.1215,Thirsty,Neutral - Sensorial,9.95,Sleepy,15.07,Bored,15.8
Open Food Facts,Bebidas,Zumo Juver Disfruta Piña Brik 1L,https://images.openfoodfacts.org/images/products/841/070/700/0203/front_en.41.400.jpg,168.4399,149.0176,98.5057,62.6594,3.121,28.9653,16.564,Energized,Positiva - Alta activación,8.87,Hungry,15.02,Alert,16.59
Open Food Facts,Bebidas,Fanta Naranja,https://images.openfoodfacts.org/images/products/544/900/000/4840/front_en.172.400.jpg,145.7148,104.7252,79.9364,48.1627,14.997,21.0222,22.4746,Hungry,Neutral - Sensorial,6.98,Anxious,9.68,Irritated,11.07
Open Food Facts,Bebidas,Agua Mineral Natural,https://images.openfoodfacts.org/images/products/841/204/250/2312/front_fr.34.400.jpg,137.7036,115.9236,90.5247,49.8688,6.4085,17.0871,20.0496,Anxious,Negativa - Alta activación,7.56,Hungry,10.4,Irritated,10.55
Open Food Facts,Bebidas,Teriyakisauce,https://images.openfoodfacts.org/images/products/871/503/521/0301/front_en.52.400.jpg,158.639,137.6029,129.6465,57.8161,7.427,8.4169,32.2283,Anxious,Negativa - Alta activación,9.74,Irritated,11.92,Sensual,13.23
Open Food Facts,Bebidas,Coconut nature,https://images.openfoodfacts.org/images/products/842/853/212/1437/front_fr.76.400.jpg,215.4041,194.6019,184.853,80.9571,6.6839,10.1807,20.0123,Happy,Positiva - Alta activación,15.1,Refreshed,16.15,Soothed,21.21
Open Food Facts,Bebidas,Red Bull Sugarfree,https://images.openfoodfacts.org/images/products/000/009/016/2800/front_en.158.400.jpg,143.9247,144.9706,142.1174,59.3671,-0.2649,1.4121,21.1258,Thirsty,Neutral - Sensorial,8.11,Relaxed,14.63,Refreshed,15.8
Open Food Facts,Bebidas,cafe de cereales,https://images.openfoodfacts.org/images/products/761/303/656/9927/front_en.44.400.jpg,145.9917,163.0021,118.4275,65.1107,-10.7233,22.743,22.7353,Healthy,Positiva - Baja activación,7.78,Energized,20.67,Refreshed,22.16
Open Food Facts,Bebidas,Avena Barista,https://images.openfoodfacts.org/images/products/842/335/210/6947/front_en.65.400.jpg,82.5437,77.7012,66.5645,32.0125,-0.0135,7.076,23.0435,Bored,Negativa - Baja activación,14.91,Tired,17.19,Sleepy,18.6
Open Food Facts,Bebidas,Bevanda Nocciola,https://images.openfoodfacts.org/images/products/000/002/087/9983/front_it.73.400.jpg,128.6057,121.8532,110.1244,50.7729,1.2679,7.7732,21.749,Anxious,Negativa - Alta activación,11.56,Irritated,13.22,Bored,14.74
Open Food Facts,Bebidas,100% Pur jus Orange Sans pulpe,https://images.openfoodfacts.org/images/products/356/007/082/0542/front_fr.155.400.jpg,191.048,168.1787,106.4882,69.7866,1.0227,34.6399,12.6752,Energized,Positiva - Alta activación,8.38,Alert,9.13,Happy,15.84
Open Food Facts,Bebidas,Bebida isotónica limón,https://images.openfoodfacts.org/images/products/544/900/016/4957/front_es.90.400.jpg,100.9525,104.5179,121.9494,44.3627,5.9454,-9.5161,20.1224,Sleepy,Negativa - Baja activación,8.34,Bored,8.45,Sad,11.11
Open Food Facts,Bebidas,Kéfir Natural sabor suave,https://images.openfoodfacts.org/images/products/405/648/988/2367/front_en.4.400.jpg,231.8273,231.8273,231.8273,91.906,-0.0023,0.0043,5.0157,Soothed,Positiva - Baja activación,15.06,Refreshed,19.12,Calm,23.76
Open Food Facts,Bebidas,Avena cremosa,https://images.openfoodfacts.org/images/products/541/118/813/6217/front_es.18.400.jpg,216.9206,206.9303,181.912,83.0075,1.4354,13.7165,21.5205,Happy,Positiva - Alta activación,11.62,Refreshed,15.85,Healthy,21.37
Open Food Facts,Bebidas,Sin nombre,https://images.openfoodfacts.org/images/products/841/026/115/1625/front_es.80.400.jpg,149.8857,128.6838,120.7107,55.7198,9.049,9.411,25.8973,Anxious,Negativa - Alta activación,6.94,Irritated,9.19,Sensual,11.62
Open Food Facts,Bebidas,Coca-Cola Zero Zero,https://images.openfoodfacts.org/images/products/544/900/016/9327/front_en.61.400.jpg,187.484,56.7036,58.2371,47.5018,45.3835,33.8826,22.8452,Hungry,Neutral - Sensorial,34.39,Angry,38.17,Irritated,39.44
Open Food Facts,Bebidas,Actimel original nature,https://images.openfoodfacts.org/images/products/303/349/146/0869/front_fr.37.400.jpg,139.5462,182.6052,211.3154,73.1309,-0.122,-17.6039,21.8197,Calm,Positiva - Baja activación,14.13,Soothed,15.14,Relaxed,15.19
Open Food Facts,Bebidas,Cola Cao Original,https://images.openfoodfacts.org/images/products/841/001/446/8628/front_en.31.400.jpg,160.7373,142.557,126.254,59.8637,5.2284,11.6861,22.8531,Anxious,Negativa - Alta activación,11.97,Hungry,14.39,Irritated,14.85
Open Food Facts,Bebidas,monster energy,https://images.openfoodfacts.org/images/products/506/033/563/2302/front_en.103.400.jpg,55.5145,61.7807,52.3974,23.8502,-3.5501,3.9045,35.2067,Tired,Negativa - Baja activación,15.61,Bored,20.11,Sad,21.81
Open Food Facts,Bebidas,Riz Sans sucres ajoutés**,https://images.openfoodfacts.org/images/products/324/541/157/3669/front_fr.181.400.jpg,169.9905,170.2436,153.0975,69.1512,-2.3238,8.7596,13.813,Refreshed,Positiva - Baja activación,8.38,Healthy,10.73,Thirsty,11.84
Open Food Facts,Bebidas,Tasty Chocolate Food in A Bottle,https://images.openfoodfacts.org/images/products/405/648/992/0007/front_en.50.400.jpg,126.0977,116.8512,97.0261,47.4728,0.4677,11.3813,32.5889,Anxious,Negativa - Alta activación,11.82,Irritated,13.61,Bored,16.33
Open Food Facts,Bebidas,Soia,https://images.openfoodfacts.org/images/products/541/118/855/3304/front_it.117.400.jpg,149.2514,151.6596,153.6178,62.4069,1.5154,-0.7984,19.4377,Thirsty,Neutral - Sensorial,7.11,Relaxed,12.88,Refreshed,14.33
Open Food Facts,Bebidas,Zumo Juver Disfruta Melocot. 1L,https://images.openfoodfacts.org/images/products/841/070/700/0197/front_ro.26.400.jpg,197.7938,118.1612,92.3536,59.4658,30.2713,28.6695,17.135,Hungry,Neutral - Sensorial,18.14,Energized,24.67,Romantic,25.2
Open Food Facts,Bebidas,Latte avena senza zucchero,https://images.openfoodfacts.org/images/products/739/437/662/1277/front_fr.27.400.jpg,178.9621,197.9836,184.6368,78.4903,-6.2576,2.895,8.4776,Refreshed,Positiva - Baja activación,4.5,Soothed,9.05,Relaxed,11.72
Open Food Facts,Bebidas,Al ambar thé vert en grains,https://images.openfoodfacts.org/images/products/611/106/900/4855/front_fr.23.400.jpg,84.6582,92.344,88.4401,37.4393,-1.9698,2.4817,29.2275,Bored,Negativa - Baja activación,8.17,Sleepy,11.53,Tired,14.66
Open Food Facts,Bebidas,Sin nombre,https://images.openfoodfacts.org/images/products/841/026/164/1416/front_pt.60.400.jpg,155.7337,120.9052,79.9497,53.279,9.8652,27.1362,19.1372,Hungry,Neutral - Sensorial,6.81,Anxious,15.63,Energized,17.07
Open Food Facts,Bebidas,Agua mineral grande,https://images.openfoodfacts.org/images/products/841/154/700/1085/front_es.43.400.jpg,141.6627,148.2526,168.875,61.335,7.4003,-11.8637,26.6127,Thirsty,Neutral - Sensorial,16.26,Relaxed,18.96,Sleepy,20.31
Open Food Facts,Bebidas,COCO Sans sucres ajoutés**,https://images.openfoodfacts.org/images/products/356/007/126/1030/front_fr.49.400.jpg,203.741,201.7455,173.1059,80.6615,-3.3248,14.7888,13.8075,Happy,Positiva - Alta activación,12.64,Refreshed,13.8,Healthy,17.03
Open Food Facts,Bebidas,Melocotón,https://images.openfoodfacts.org/images/products/841/026/177/5234/front_es.33.400.jpg,132.6108,110.4305,90.6781,48.2648,7.2409,13.6203,19.4389,Anxious,Negativa - Alta activación,5.32,Irritated,7.67,Hungry,12.7
Open Food Facts,Bebidas,Protein Drink Raspberry Flavour,https://images.openfoodfacts.org/images/products/841/050/002/3652/front_es.142.400.jpg,92.0418,72.9354,69.2335,32.5102,7.3033,6.4825,27.0037,Tense,Negativa - Alta activación,13.07,Angry,14.78,Bored,15.91
Open Food Facts,Bebidas,ÉPEAUTRE BIO Sans sucres ajoutés**,https://images.openfoodfacts.org/images/products/356/007/125/7194/front_fr.55.400.jpg,182.9985,169.3365,140.1653,69.7421,0.6468,17.283,12.3745,Healthy,Positiva - Baja activación,11.88,Energized,14.69,Happy,14.87
Open Food Facts,Bebidas,"Alpro Haferdrink, Ungesüßt 1 L, FRESH",https://images.openfoodfacts.org/images/products/541/118/812/4702/front_en.39.400.jpg,166.3108,161.4387,149.5826,66.3402,1.1891,7.0725,16.9353,Thirsty,Neutral - Sensorial,11.06,Refreshed,11.27,Healthy,13.78
Open Food Facts,Bebidas,RIZ NOISETTE Sans sucres ajoutés**,https://images.openfoodfacts.org/images/products/356/007/125/7187/front_fr.36.400.jpg,207.3463,192.4319,158.116,78.1734,0.6176,19.6604,15.5463,Happy,Positiva - Alta activación,7.39,Energized,15.11,Alert,15.95
Open Food Facts,Bebidas,hacendado+proteinas,https://images.openfoodfacts.org/images/products/840/200/101/0279/front_es.80.400.jpg,131.9648,107.9388,102.1355,46.953,10.1491,7.0743,26.3999,Irritated,Negativa - Alta activación,4.95,Anxious,6.08,Sensual,10.18
Open Food Facts,Bebidas,Font Vella,https://images.openfoodfacts.org/images/products/841/005/515/0018/front_fr.65.400.jpg,120.2294,119.7867,123.7688,50.0658,1.6185,-2.2413,16.6374,Bored,Negativa - Baja activación,8.41,Sleepy,8.52,Thirsty,16.34
Open Food Facts,Bebidas,Kefir natural,https://images.openfoodfacts.org/images/products/843/525/704/5672/front_es.38.400.jpg,121.1413,96.3852,83.6043,42.3362,8.9151,11.0818,20.8546,Irritated,Negativa - Alta activación,7.69,Anxious,8.31,Tense,10.67
Open Food Facts,Bebidas,Zumo pura naranja,https://images.openfoodfacts.org/images/products/848/000/039/0103/front_es.51.400.jpg,110.0532,72.1084,45.9207,33.729,12.717,21.2295,23.86,Angry,Negativa - Alta activación,16.25,Tense,17.3,Irritated,18.2
Open Food Facts,Bebidas,High Protein Sojadrink,https://images.openfoodfacts.org/images/products/405/648/968/9720/front_en.62.400.jpg,115.6552,110.6122,91.8195,45.8004,0.2411,10.7418,24.2103,Anxious,Negativa - Alta activación,12.55,Irritated,13.95,Bored,15.23
Open Food Facts,Bebidas,Kefir,https://images.openfoodfacts.org/images/products/842/479/011/7007/front_en.6.400.jpg,132.1349,120.6857,113.2846,50.5714,3.8476,6.3443,24.8041,Anxious,Negativa - Alta activación,9.94,Irritated,11.09,Bored,13.97
Open Food Facts,Bebidas,Zumo pura naranja con pulpa,https://images.openfoodfacts.org/images/products/848/000/039/0325/front_es.19.400.jpg,186.5892,146.6425,121.5613,64.0497,12.9914,19.8671,17.2172,Hungry,Neutral - Sensorial,9.35,Energized,12.77,Anxious,16.13
Open Food Facts,Bebidas,Agua Mineral Natural,https://images.openfoodfacts.org/images/products/841/204/250/2398/front_fr.8.400.jpg,52.9541,92.1724,124.728,37.3576,-2.0241,-22.1929,16.3352,Sad,Negativa - Baja activación,9.43,Tired,14.38,Sleepy,16.58
Open Food Facts,Bebidas,COCONUT MILK,https://images.openfoodfacts.org/images/products/501/033/801/4339/front_en.44.400.jpg,148.0811,132.3153,115.6603,55.9315,6.8204,9.2464,25.2846,Anxious,Negativa - Alta activación,8.34,Irritated,10.72,Sensual,13.4
Open Food Facts,Bebidas,Oat milk,https://images.openfoodfacts.org/images/products/739/437/666/5035/front_en.79.400.jpg,120.4932,136.6873,150.9555,55.2284,-2.159,-9.6749,23.2418,Sleepy,Negativa - Baja activación,11.54,Thirsty,12.75,Bored,14.56
Open Food Facts,Bebidas,Leche de nueces omega 3 28/3,https://images.openfoodfacts.org/images/products/841/170/001/1302/front_es.44.400.jpg,200.0278,197.9801,171.0598,79.2583,0.9693,12.3143,26.6884,Refreshed,Positiva - Baja activación,12.77,Happy,13.33,Healthy,18.19
Open Food Facts,Bebidas,Bifrutas tropical,https://images.openfoodfacts.org/images/products/841/012/827/6003/front_en.31.400.jpg,224.7433,187.631,161.9316,79.0016,11.8675,18.8952,17.1184,Happy,Positiva - Alta activación,10.4,Energized,14.81,Alert,17.54
Open Food Facts,Bebidas,Lait de coco,https://images.openfoodfacts.org/images/products/356/007/126/1634/front_fr.61.400.jpg,167.6569,151.1226,112.2806,62.9284,1.3758,23.2733,20.4124,Energized,Positiva - Alta activación,11.8,Healthy,14.22,Hungry,14.96
Open Food Facts,Bebidas,Amande à la vanille,https://images.openfoodfacts.org/images/products/356/007/141/7628/front_fr.3.400.jpg,170.6054,160.2936,135.1239,66.0465,0.6118,14.3563,17.3337,Healthy,Positiva - Baja activación,10.68,Refreshed,15.36,Thirsty,17.32
Open Food Facts,Bebidas,Soja douceur,https://images.openfoodfacts.org/images/products/356/007/147/8377/front_en.3.400.jpg,155.1682,144.4052,131.8661,59.8666,2.1612,8.2726,21.8829,Thirsty,Neutral - Sensorial,13.53,Anxious,14.42,Healthy,14.82
Open Food Facts,Bebidas,Bebida Choco Avena,https://images.openfoodfacts.org/images/products/840/200/101/4369/front_en.3.400.jpg,133.1561,105.9831,92.3948,47.0185,11.9867,12.5518,20.8942,Anxious,Negativa - Alta activación,3.03,Irritated,3.4,Tense,11.33
Open Food Facts,Bebidas,Candy up goût chocolat,https://images.openfoodfacts.org/images/products/317/657/173/1289/front_ar.88.400.jpg,184.8875,161.2567,148.4562,67.6083,8.0511,10.9801,24.4476,Romantic,Positiva - Alta activación,16.18,Refreshed,17.38,Hungry,17.77
Open Food Facts,Bebidas,Evian 75cl PET,https://images.openfoodfacts.org/images/products/306/832/001/4067/front_en.115.400.jpg,221.8303,212.5452,222.2455,86.5793,5.5146,-2.0878,17.6489,Soothed,Positiva - Baja activación,14.67,Refreshed,17.8,Relaxed,21.59
Open Food Facts,Bebidas,Melocóton,https://images.openfoodfacts.org/images/products/841/026/177/5081/front_nl.12.400.jpg,101.4368,83.7614,76.9375,36.8966,8.6183,8.3485,24.5157,Tense,Negativa - Alta activación,10.16,Irritated,12.45,Anxious,14.02
Open Food Facts,Bebidas,AVOINE au CACAO,https://images.openfoodfacts.org/images/products/356/007/141/7536/front_fr.18.400.jpg,209.6876,188.3183,146.7726,77.4526,3.2756,23.9244,17.4001,Happy,Positiva - Alta activación,4.73,Energized,10.71,Alert,11.22
Open Food Facts,Bebidas,Bebida de soja vainilla 0%,https://images.openfoodfacts.org/images/products/848/000/067/9499/front_es.80.400.jpg,141.4843,123.3096,101.183,52.0129,4.9293,14.6059,26.0948,Anxious,Negativa - Alta activación,7.8,Irritated,10.94,Hungry,12.08
Open Food Facts,Bebidas,Vivesoy avena original,https://images.openfoodfacts.org/images/products/841/012/818/0461/front_es.3.400.jpg,202.4971,196.2409,156.8907,78.6966,-2.7465,20.9017,20.7498,Happy,Positiva - Alta activación,8.56,Alert,16.1,Energized,16.55
Open Food Facts,Bebidas,Thé vert menthe,https://images.openfoodfacts.org/images/products/356/007/085/2086/front_fr.143.400.jpg,142.9891,183.4436,148.8349,70.8803,-19.2194,13.7516,14.9406,Healthy,Positiva - Baja activación,11.01,Refreshed,17.32,Relaxed,21.87
Open Food Facts,Bebidas,Chocolat en poudre,https://images.openfoodfacts.org/images/products/123/456/789/0128/front_en.119.400.jpg,149.2949,138.5792,138.1677,58.0857,4.8149,1.8864,20.338,Thirsty,Neutral - Sensorial,12.62,Sensual,14.56,Anxious,14.81
Open Food Facts,Bebidas,100% pur jus orange sans pulpe,https://images.openfoodfacts.org/images/products/356/007/047/8637/front_fr.136.400.jpg,176.2118,179.5588,151.6379,72.4445,-4.5107,15.1349,19.2191,Healthy,Positiva - Baja activación,9.25,Refreshed,12.32,Happy,16.16
Open Food Facts,Bebidas,Acqua naturale naturale,https://images.openfoodfacts.org/images/products/801/759/605/7105/front_en.3.400.jpg,138.5561,121.1978,116.7959,52.2542,6.5437,5.5533,15.9689,Anxious,Negativa - Alta activación,8.74,Irritated,9.67,Sensual,11.74
Open Food Facts,Bebidas,Sin nombre,https://images.openfoodfacts.org/images/products/405/648/950/9943/front_en.127.400.jpg,109.9935,89.0521,73.8339,38.7291,6.9855,11.8294,27.0495,Irritated,Negativa - Alta activación,11.77,Anxious,12.34,Tense,12.53
Open Food Facts,Bebidas,Purified Water,https://images.openfoodfacts.org/images/products/007/874/205/1451/front_en.25.400.jpg,159.1888,161.0502,164.8727,66.0934,0.9285,-2.1475,13.1119,Thirsty,Neutral - Sensorial,6.03,Relaxed,10.15,Refreshed,11.71
Open Food Facts,Bebidas,"NESCAFÉ® Cappuccino Vanille, Café soluble, Boîte de 276g",https://images.openfoodfacts.org/images/products/844/529/054/9969/front_en.4.400.jpg,164.8428,141.9548,121.2493,60.2394,6.3703,14.8568,19.141,Hungry,Neutral - Sensorial,11.69,Anxious,12.03,Irritated,15.22
Open Food Facts,Bebidas,Choco Break Goût chocolat,https://images.openfoodfacts.org/images/products/356/007/101/3707/front_fr.62.400.jpg,163.262,134.442,106.6064,57.2281,8.2143,19.1415,26.5164,Hungry,Neutral - Sensorial,6.83,Anxious,10.84,Irritated,14.22
Open Food Facts,Bebidas,hacendado,https://images.openfoodfacts.org/images/products/848/000/021/3334/front_es.82.400.jpg,147.8212,123.7634,114.2656,52.8939,7.9976,9.2133,27.621,Anxious,Negativa - Alta activación,5.67,Irritated,7.78,Sensual,11.81
Open Food Facts,Bebidas,Crème de coco,https://images.openfoodfacts.org/images/products/356/007/126/1603/front_fr.52.400.jpg,172.024,159.0059,126.2708,65.7876,1.2161,19.3956,20.1274,Healthy,Positiva - Baja activación,12.07,Energized,13.27,Hungry,16.93
Open Food Facts,Bebidas,Proteínas Sabor Tropical,https://images.openfoodfacts.org/images/products/848/000/021/3785/front_es.74.400.jpg,104.1162,75.6588,60.3326,35.977,9.8208,16.2129,23.9503,Tense,Negativa - Alta activación,13.69,Irritated,14.16,Anxious,14.8
Open Food Facts,Bebidas,kéfir ECOLOGICO,https://images.openfoodfacts.org/images/products/842/479/011/1012/front_fr.21.400.jpg,132.7539,123.696,113.8969,51.6191,2.0917,6.9018,22.0194,Anxious,Negativa - Alta activación,11.26,Irritated,12.83,Bored,14.69
Open Food Facts,Bebidas,kéfir,https://images.openfoodfacts.org/images/products/841/050/003/0827/front_en.48.400.jpg,146.974,149.9494,142.5564,61.2424,-2.5891,3.7928,16.2099,Thirsty,Neutral - Sensorial,7.31,Refreshed,13.23,Relaxed,13.54
Open Food Facts,Bebidas,Capri-Sun Mango & Maracuyá,https://images.openfoodfacts.org/images/products/400/017/717/2650/front_en.57.400.jpg,138.1036,114.5494,116.8666,50.5655,12.183,2.4089,20.4352,Sensual,Neutral - Sensorial,6.02,Irritated,8.22,Anxious,9.61
Open Food Facts,Bebidas,Noisette,https://images.openfoodfacts.org/images/products/356/007/118/2144/front_en.72.400.jpg,206.5067,175.837,137.8025,73.5627,6.6952,24.2059,14.5063,Energized,Positiva - Alta activación,6.93,Happy,8.89,Alert,11.79
Open Food Facts,Bebidas,Riz Coco,https://images.openfoodfacts.org/images/products/356/007/104/6897/front_en.98.400.jpg,151.8037,130.4309,106.789,55.3917,6.207,16.7535,22.8771,Anxious,Negativa - Alta activación,9.23,Hungry,9.4,Irritated,12.69
Open Food Facts,Bebidas,Nestlé Pure Life,https://images.openfoodfacts.org/images/products/370/012/330/0380/front_en.96.400.jpg,79.3598,74.9827,72.846,31.636,3.6575,2.6467,24.6119,Bored,Negativa - Baja activación,12.84,Tired,13.27,Sleepy,16.67
Open Food Facts,Bebidas,Bebida isotónica limón zero azúcar,https://images.openfoodfacts.org/images/products/544/900/017/1771/front_es.55.400.jpg,132.3415,127.2761,124.0445,52.9243,2.805,2.4394,23.06,Bored,Negativa - Baja activación,12.99,Anxious,13.58,Sleepy,13.85
Open Food Facts,Bebidas,Yogur Bebible Fresa y Plátano,https://images.openfoodfacts.org/images/products/848/000/020/6138/front_es.41.400.jpg,121.1221,101.9136,86.9173,43.8069,5.9467,11.5073,24.8648,Anxious,Negativa - Alta activación,8.67,Irritated,9.2,Tense,13.79
Open Food Facts,Bebidas,Limón exprimido,https://images.openfoodfacts.org/images/products/848/000/004/9032/front_es.127.400.jpg,150.0344,134.1144,72.2614,55.3799,-0.678,31.487,24.2231,Energized,Positiva - Alta activación,17.07,Hungry,17.48,Healthy,21.24
Open Food Facts,Bebidas,Bio bebida de avena,https://images.openfoodfacts.org/images/products/739/437/661/5849/front_es.30.400.jpg,149.8752,164.9697,168.9043,66.9514,-1.2994,-3.1325,15.4132,Thirsty,Neutral - Sensorial,4.33,Relaxed,7.59,Refreshed,10.46
Open Food Facts,Bebidas,Semi Oat Drink,https://images.openfoodfacts.org/images/products/739/437/666/5028/front_en.60.400.jpg,112.0624,113.0804,112.5947,46.2077,-0.2638,0.3965,26.829,Bored,Negativa - Baja activación,6.09,Sleepy,7.91,Irritated,17.29
Open Food Facts,Bebidas,Alpro Barista Almond,https://images.openfoodfacts.org/images/products/541/118/813/9409/front_en.3.400.jpg,133.7866,126.7304,119.5692,52.4829,2.2743,5.0811,26.412,Anxious,Negativa - Alta activación,12.19,Irritated,13.48,Bored,14.05
Open Food Facts,Bebidas,Agua De Coco,https://images.openfoodfacts.org/images/products/840/200/101/9807/front_pt.8.400.jpg,159.1697,155.5425,132.7406,63.4305,-2.4508,12.8301,20.126,Healthy,Positiva - Baja activación,8.01,Refreshed,14.86,Thirsty,15.13
